object_id,object_name,object_kind,identifier_parameters_json,attributes_count,attributes_json,applicable_nf_json,applicable_products_json,category_path_json,description,commands_count
RUCPUINFO,RUCPUINFO,entity,"[""SERVICEINSTANCE""]",2,"[{""parameter_name"": ""RUNAME"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无说明：- 若不输入，则表示查询系统内所有RU的CPU信息。"", ""condition"": """"}, {""parameter_name"": ""SERVICEINSTANCE"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务维护功能管理"", ""操作维护"", ""系统调测"", ""CPU信息""]",该命令用于查询指定RU的CPU信息，CPU信息包含CPU代数、CPU主频以及CPU类型。,2
RUCPUTHRESH,RUCPUTHRESH,entity,"[""RUID"", ""WARNTHRESH"", ""RECVTHRESH"", ""SERVICEINSTANCE""]",4,"[{""parameter_name"": ""RUID"", ""data_type"": ""integer"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""WARNTHRESH"", ""data_type"": ""integer"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RECVTHRESH"", ""data_type"": ""integer"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SERVICEINSTANCE"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务编排功能管理"", ""系统管理"", ""资源管理"", ""RU配置""]",该命令用于配置“ALM-82802 RU CPU过载”的CPU过载告警上报门限和告警恢复门限。,2
RUCPUUSGTHRESH,RUCPUUSGTHRESH,entity,"[""RUID"", ""SERVICEINSTANCE""]",2,"[{""parameter_name"": ""RUID"", ""data_type"": ""integer"", ""required_mode"": ""required"", ""default_value"": """", ""condition"": """"}, {""parameter_name"": ""SERVICEINSTANCE"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务编排功能管理"", ""系统管理"", ""资源管理"", ""RU信息""]",该命令用于查询某个RU的CPU占用率、告警上报门限和告警恢复门限。,2
RUDISKPARTITION,RUDISKPARTITION,entity,"[""SERVICEINSTANCE""]",2,"[{""parameter_name"": ""RUTYPE"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SERVICEINSTANCE"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务公共功能管理"", ""系统管理"", ""资源管理"", ""RU管理""]",该命令用来查询不同RU类型的磁盘分区过载阈值。,4
RUFAULTTOLERANCE,RUFAULTTOLERANCE,entity,"[""SERVICEINSTANCE""]",1,"[{""parameter_name"": ""SERVICEINSTANCE"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务公共功能管理"", ""系统管理"", ""资源管理"", ""RU管理""]",该命令用于查询资源单元故障容忍时间。,4
RUGROUP,RUGROUP,group,"[""SERVICEINSTANCE""]",2,"[{""parameter_name"": ""GROUPNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SERVICEINSTANCE"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务公共功能管理"", ""系统管理"", ""系统维护"", ""倒换主备资源单元""]",该命令用于显示资源单元组的信息，包括资源单元组名称、资源单元组RU名称及该RU的HA角色。,4
RUGROUPSWP,RUGROUPSWP,entity,"[""SERVICEINSTANCE""]",2,"[{""parameter_name"": ""GROUPNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""SERVICEINSTANCE"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}]",[],"[""UDG"", ""UNC""]","[""平台服务管理"", ""单体服务公共功能管理"", ""系统管理"", ""系统维护"", ""倒换主备资源单元""]",该命令用于显示资源单元组的主备倒换状态信息，包括资源单元组的主用RU、备用RU及倒换状态。,2
RULE,RULE,entity,"[""RULENAME"", ""POLICYTYPE"", ""FILTERINGMODE""]",28,"[{""parameter_name"": ""RULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""POLICYTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RULESPECTYPE"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""FILTERINGMODE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""FLOWFILTERNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“FILTERINGMODE”配置为“FLOWFILTER”时为必选参数。""}, {""parameter_name"": ""FLWFLTRGRPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“FILTERINGMODE”配置为“FLOWFILTERGRP”时为必选参数。""}, {""parameter_name"": ""TIMERANGENAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""PRIORITY"", ""data_type"": ""integer"", ""required_mode"": ""optional"", ""default_value"": ""4294967295"", ""condition"": """"}, {""parameter_name"": ""POLICYNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“POLICYTYPE”配置为“PCC”、“BWM”、“HEADEN”、“WEBPROXY”、“SMARTREDIRECT”、“TRAFFICCLASS”、“FIREWALL” 或 “QOS”时为必选参数。""}, {""parameter_name"": ""RDSTRIGGERFLAG"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""DISABLE"", ""condition"": ""该参数在“POLICYTYPE”配置为“SRV_TRIGGER”时为必选参数。""}, {""parameter_name"": ""RDSACTIONTYPE"", ""data_type"": ""enum"", ""required_mode"": ""conditional_optional"", ""default_value"": ""PASS"", ""condition"": ""该参数在“RDSTRIGGERFLAG”配置为“ENABLE”时为可选参数。""}, {""parameter_name"": ""REDIRIPVERFLAG"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“POLICYTYPE”配置为“IPREDIR”时为必选参数。""}, {""parameter_name"": ""IPREDIRECTIPV6"", ""data_type"": ""ip_address"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“REDIRIPVERFLAG”配置为“IPV6”时为必选参数。""}, {""parameter_name"": ""IPREDIRECTIP"", ""data_type"": ""ip_address"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“REDIRIPVERFLAG”配置为“IPV4”时为必选参数。""}, {""parameter_name"": ""REMARKFPISEL"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""REMARK"", ""condition"": ""该参数在“POLICYTYPE”配置为“REMARK_FPI”时为必选参数。""}, {""parameter_name"": ""REMARKCFGTYPE"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""CLASS"", ""condition"": ""该参数在“REMARKFPISEL”配置为“REMARK”、“REMARKANDFPI”、“REMARKANDSAI” 或 “RMKFPISAI”时为必选参数。""}, {""parameter_name"": ""REMARKCLASS"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“REMARKCFGTYPE”配置为“CLASS”时为必选参数。""}, {""parameter_name"": ""REMARK"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“REMARKCFGTYPE”配置为“DSCP”时为必选参数。""}, {""parameter_name"": ""FPIVALUE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“REMARKFPISEL”配置为“FPI”、“REMARKANDFPI”、“FPIANDSAI” 或 “RMKFPISAI”时为必选参数。""}, {""parameter_name"": ""SRVLBOFLAG"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""DISABLE"", ""condition"": ""该参数在“POLICYTYPE”配置为“LBO”时为必选参数。""}, {""parameter_name"": ""RDSBUFFERTIME"", ""data_type"": ""integer"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“RDSACTIONTYPE”配置为“BUFFER”时为可选参数。""}, {""parameter_name"": ""ADCMUTEFLAG"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""ENABLE"", ""condition"": ""该参数在“POLICYTYPE”配置为“ADC”时为必选参数。""}, {""parameter_name"": ""WORKERNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“POLICYTYPE”配置为“WORKER”时为必选参数。""}, {""parameter_name"": ""WORKERPARA"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“POLICYTYPE”配置为“WORKER”时为可选参数。""}, {""parameter_name"": ""CFGDOMAINNAME"", ""data_type"": ""string"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""REPLACEUPNAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“ADCMUTEFLAG”配置为“ENABLE”时为可选参数。""}, {""parameter_name"": ""ALGSWITCH"", ""data_type"": ""enum"", ""required_mode"": ""conditional_optional"", ""default_value"": ""DISABLE"", ""condition"": ""该参数在“POLICYTYPE”配置为“WEBPROXY”时为可选参数。""}, {""parameter_name"": ""SAIVALUE"", ""data_type"": ""integer"", ""required_mode"": ""conditional_required"", ""default_value"": ""0"", ""condition"": ""该参数在“REMARKFPISEL”配置为“SAI”、“REMARKANDSAI”、“FPIANDSAI” 或 “RMKFPISAI”时为必选参数。""}]","[""PGW-C"", ""PGW-U"", ""SMF"", ""UPF""]","[""UDG"", ""UNC""]","[""业务服务管理"", ""会话管理"", ""计费和策略的业务管理"", ""业务模板"", ""规则""]",该命令用于在配置业务策略的时候增加规则，其中包含策略类型、流过滤器、流过滤器组、策略信息、生效时间段以及优先级等。通过运营商的报文匹配流过滤器获取相应规则的策略信息。,8
RULEALL,RULEALL,entity,[],1,"[{""parameter_name"": ""RULESPECTYPE"", ""data_type"": """", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务匹配策略"", ""业务匹配公共配置"", ""业务规则管理"", ""规则""]",![](删除所有规则（RMV RULEALL）_06014580.assets/notice_3.0-zh-cn.png),1
RULEBINDDNAI,RULEBINDDNAI,binding,[],0,[],[],"[""UNC""]","[""业务服务管理"", ""会话管理"", ""计费和策略的业务管理"", ""业务模板"", ""预定义规则DNAI绑定""]",,3
RULEBINDING,RULEBINDING,binding,"[""USERPROFILENAME"", ""RULENAME""]",3,"[{""parameter_name"": ""USERPROFILENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""POLICYTYPE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-C"", ""PGW-U"", ""SMF"", ""UPF""]","[""UDG"", ""UNC""]","[""用户面服务管理"", ""业务匹配策略"", ""业务匹配公共配置"", ""业务规则管理"", ""规则绑定""]",该命令用于增加用户模板与规则绑定关系，当用户数据报文可以匹配到多个规则时，需要将多个规则绑定到用户模板下。,6
RULEBINDSRVS,RULEBINDSRVS,binding,"[""SRVSTATNAME"", ""RULENAME""]",3,"[{""parameter_name"": ""SRVSTATNAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RULENAME"", ""data_type"": ""string"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""POLICYTYPE"", ""data_type"": ""enum"", ""required_mode"": ""optional"", ""default_value"": ""无"", ""condition"": """"}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务运维"", ""业务性能统计管理"", ""业务统计实例对象绑定规则""]",![](增加业务统计规则绑定配置（ADD RULEBINDSRVS）_82837851.assets/notice_3.0-zh-cn.png),3
RULECHECK,RULECHECK,entity,"[""RULECHECKTYPE""]",2,"[{""parameter_name"": ""RULECHECKTYPE"", ""data_type"": ""enum"", ""required_mode"": ""required"", ""default_value"": ""无"", ""condition"": """"}, {""parameter_name"": ""RULENAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“RULECHECKTYPE”配置为“RULE_IP_CHECK”时为可选参数。""}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务匹配策略"", ""业务匹配公共配置"", ""业务规则管理"", ""规则检测""]",该命令用于对指定规则或所有规则的IP版本一致性进行检查；查询名称相同策略类型不同的规则；当特征库升级发生了协议名称变更时，查询进行过自动配置转换的命令，或查询进行自动配置转换协议名称冲突的命令；确认接受自动配置转换结果，并消除告警。规则的IP版本一致性检查指的是规则下的过滤器或者过滤器组配置过的IP版本是否包含了策略组下配置过的IP版本；如果不包含，则算异常；包含则算正常。,1
RULEMATCHCTRL,RULEMATCHCTRL,entity,"[""MATCHCTRLTYPE""]",15,"[{""parameter_name"": ""MATCHCTRLTYPE"", ""data_type"": """", ""required_mode"": ""required"", ""default_value"": ""POLICY_INFO"", ""condition"": """"}, {""parameter_name"": ""PREDEFRULENAME"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“POLICY_INFO”时为必选参数。""}, {""parameter_name"": ""PREDEFRULENAME1"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“POLICY_INFO”时为可选参数。""}, {""parameter_name"": ""PREDEFRULENAME2"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“POLICY_INFO”时为可选参数。""}, {""parameter_name"": ""PREDEFRULENAME3"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“POLICY_INFO”时为可选参数。""}, {""parameter_name"": ""PREDEFRULENAME4"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“POLICY_INFO”时为可选参数。""}, {""parameter_name"": ""PREDEFRULENAME5"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“POLICY_INFO”时为可选参数。""}, {""parameter_name"": ""PREDEFRULENAME6"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“POLICY_INFO”时为可选参数。""}, {""parameter_name"": ""PREDEFRULENAME7"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“POLICY_INFO”时为可选参数。""}, {""parameter_name"": ""PREDEFRULENAME8"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“POLICY_INFO”时为可选参数。""}, {""parameter_name"": ""PREDEFRULENAME9"", ""data_type"": ""string"", ""required_mode"": ""conditional_optional"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“POLICY_INFO”时为可选参数。""}, {""parameter_name"": ""USERTYPE"", ""data_type"": ""enum"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“MATCHCTRLTYPE”配置为“SPECIFIED_USER”时为必选参数。""}, {""parameter_name"": ""IMSI"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“USERTYPE”配置为“IMSI”时为必选参数。""}, {""parameter_name"": ""MSISDN"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“USERTYPE”配置为“MSISDN”时为必选参数。""}, {""parameter_name"": ""APN"", ""data_type"": ""string"", ""required_mode"": ""conditional_required"", ""default_value"": ""无"", ""condition"": ""该参数在“USERTYPE”配置为“IMSI” 或 “MSISDN”时为必选参数。""}]","[""PGW-U"", ""UPF""]","[""UDG""]","[""用户面服务管理"", ""业务匹配策略"", ""业务匹配公共配置"", ""业务规则匹配测试"", ""规则匹配控制面信息""]",该命令用于安装规则匹配控制面信息。,2
