id,source_feature_id,target_feature_id,dependency_type,description,license_control_item,source_type,conflict_pair_id
WSFD-215103:dep:WSFD-215301,WSFD-215103,WSFD-215301,affects,当对端HSS不支持NB-IoT业务时，需要开启 [WSFD-215301 HSS免升级](../../WSFD-215301 HSS免升级_75808644.md) ，通过配置使HSS支持NB-IoT业务。,81202653 HSS免升级,overview_explicit,
WSFD-215105:dep:WSFD-215101,WSFD-215105,WSFD-215101,depends_on,本特性需要和 [WSFD-215101 基于信令面的数据传输](../WSFD-215101 基于信令面的数据传输_75821879.md) 特性一起使用。,82207029 基于信令面的数据传输,overview_explicit,
WSFD-215202:dep:WSFD-206001,WSFD-215202,WSFD-206001,affects,本特性可以与 [WSFD-206001 精准寻呼](../../流控功能/WSFD-206001 精准寻呼_64557971.md) 同时部署，当同时部署且 [**ADD S1PAGINGRULE**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/S1接口管理/S1寻呼规则管理/增加S1寻呼规则(ADD S1PAGINGRULE)_26306058.md) 的参数 “ACTGRP” 配置包含 “NEIGH_ENODEB(邻接eNodeB)” 时，如果eNodeB将推荐寻呼的eNodeB带给了MME，MME在寻呼邻接eNodeB时按照eNodeB上报的推荐寻呼的eNodeB列表进行寻呼，不使用学习到的eNodeB邻接关系和通过 [**ADD ENBNSINDB**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/S1接口管理/eNodeB邻接关系测试/增加eNodeB邻接关系(ADD ENBNSINDB)_72345859.md) 配置的eNodeB邻接关系。MME上需通过 [**ADD TALST**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/移动性管理/TA List管理/增加跟踪区列表(ADD TALST)_26305388.md) 命令将当前eNodeB的TA和推荐寻呼eNodeB的TA配置在同一个TA List下，否则MME不会给相应的推荐寻呼的eNodeB下发寻呼。,82200CGR 精准寻呼,overview_explicit,
WSFD-215202:dep:WSFD-215102,WSFD-215202,WSFD-215102,affects,如果本特性和 [WSFD-215102 NB-IoT用户面传输通道保活](../WSFD-215102 NB-IoT用户面传输通道保活_75821880.md) 特性同时部署，MME可以使用UP-CIoT（User Plane CIoT EPS Optimization）方式传输数据，eNodeB通过UE Context Suspend Request消息将推荐寻呼的小区和eNodeB以及小区覆盖等级带给MME，寻呼成功后通过Connection Resume流程与MME交互。,82207713 NB-IoT用户面传输通道保活,overview_explicit,
WSFD-215202:dep:WSFD-215101,WSFD-215202,WSFD-215101,affects,如果本特性和 [WSFD-215101 基于信令面的数据传输](../WSFD-215101 基于信令面的数据传输_75821879.md) 特性同时部署，MME可以使用CP-CIoT（Control Plane CIoT EPS Optimization）方式传输数据，eNodeB通过UE Context Release Complete消息将这些信息带给MME，寻呼成功后通过Control Plane Service Request流程与MME交互。,82207029 基于信令面的数据传输,overview_explicit,
WSFD-215205:dep:WSFD-215101,WSFD-215205,WSFD-215101,depends_on,基于服务PLMN的NB-IoT终端接入速率控制应用于NB-IoT控制面优化数据传输，因此需要开启 [WSFD-215101 基于信令面的数据传输（SGW-C）](../../WSFD-215101 基于信令面的数据传输/WSFD-215101 基于信令面的数据传输（SGW-C）_77260994.md) 。,82209406 基于信令面的数据传输,overview_explicit,
WSFD-215301:dep:WSFD-011601,WSFD-215301,WSFD-011601,affects,当HSS不能支持NB-IoT终端接入或不支持Non-IP签约数据下发时，HSS免升级特性是否开启，影响NB-IoT终端能否成功接入网络。,本特性是; UNC; 的基本特性，不需要License支持。,overview_explicit,
WSFD-215301:dep:WSFD-215103,WSFD-215301,WSFD-215103,affects,当HSS不能支持NB-IoT终端接入或不支持Non-IP签约数据下发时，HSS免升级特性是否开启，影响NB-IoT终端能否正常采用Non-IP Data Over NAS进行数据传输。,82207383 Non-IP数据传输,overview_explicit,
WSFD-215501:dep:WSFD-215101,WSFD-215501,WSFD-215101,depends_on,本特性需要和 [WSFD-215101 基于信令面的数据传输（MME）](../../WSFD-215101 基于信令面的数据传输/WSFD-215101 基于信令面的数据传输（MME）_77260991.md) 特性一起使用。,82207029 基于信令面的数据传输,overview_explicit,
WSFD-215502:dep:WSFD-215101,WSFD-215502,WSFD-215101,depends_on,本特性需要和 [WSFD-215101 基于信令面的数据传输（MME）](../WSFD-215101 基于信令面的数据传输/WSFD-215101 基于信令面的数据传输（MME）_77260991.md) 特性一起使用。,82207029 基于信令面的数据传输,overview_explicit,
WSFD-216001:dep:WSFD-216002,WSFD-216001,WSFD-216002,affects,本特性不建议与 [WSFD-216002 eMTC eDRX模式（适用于MME）](../WSFD-216002 eMTC eDRX模式/WSFD-216002 eMTC eDRX模式（适用于MME）_78638569.md) 对同一行业用户同时开启，同时开启可能会增加网络侧无法寻呼到用户的风险。如果同时启用，建议本特性中的 “Active Timer定时器时长” 参数值必须大于eDRX模式的 “寻呼周期” （由 [**ADD M2MPLCY**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/业务安全管理/M2M管理/M2M策略参数配置/增加M2M策略参数(ADD M2MPLCY)_72225443.md) 配置），以增加寻呼到UE的几率。,82207719 eMTC eDRX模式,overview_explicit,
WSFD-216001:dep:WSFD-011602,WSFD-216001,WSFD-011602,affects,如果本特性和 [WSFD-017002 支持M2M长周期性定时器](../../NB-IoT业务功能/WSFD-011602 支持M2M长周期性定时器_75804175.md) 特性同时部署，支持PSM的终端的TAU周期将取决于终端签约的长周期定时器或本地对长周期定时器的配置 （可通过命令[**ADD M2MPLCY**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/业务安全管理/M2M管理/M2M策略参数配置/增加M2M策略参数(ADD M2MPLCY)_72225443.md)中的参数“LONGRAUTAUTMR”配置） 。,—,overview_explicit,
WSFD-216002:dep:WSFD-216001,WSFD-216002,WSFD-216001,affects,本特性不建议与 [WSFD-216001 eMTC终端省电PSM模式](../../WSFD-216001 eMTC终端省电PSM模式_75993406.md) 对同一行业用户同时开启，同时开启可能会增加网络侧无法寻呼到用户的风险。如果同时启用，建议 [WSFD-216001 eMTC终端省电PSM模式](../../WSFD-216001 eMTC终端省电PSM模式_75993406.md) 中的 “Active Timer定时器时长” 参数值大于eDRX模式的 “寻呼周期” （由[**ADD M2MPLCY**](../../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/业务安全管理/M2M管理/M2M策略参数配置/增加M2M策略参数(ADD M2MPLCY)_72225443.md)配置） ，以增加寻呼到UE的几率。,82207718; eMTC终端省电PSM模式,overview_explicit,
WSFD-216002:dep:WSFD-206001,WSFD-216002,WSFD-206001,affects,本特性可能会影响 [WSFD-206001 精准寻呼](../../../流控功能/WSFD-206001 精准寻呼_64557971.md) 中的对eMTC终端的寻呼策略。当 [WSFD-206001 精准寻呼](../../../流控功能/WSFD-206001 精准寻呼_64557971.md) 未开启时，系统基于TA List下发Paging消息。 - 当[WSFD-206001 精准寻呼](../../../流控功能/WSFD-206001 精准寻呼_64557971.md)开启时，若当前寻呼窗口的剩余时长大于等于2秒+SUBT3413（“SUBT3413”由命令[设置S1模式MM协议参数(SET EMM)](../../../../../../OM参考/命令/UNC MML命令/业务服务管理/Pre 5G接入业务管理/控制面管理/移动性管理/MM协议参数管理/S1模式MM协议参数/设置S1模式MM协议参数(SET EMM)_72225207.md)配置），系统依据配置进行[WSFD-206001 精准寻呼](../../../流控功能/WSFD-206001 精准寻呼_64557971.md)。否则系统基于TA List下发Paging消息。 UNC 系统可通过以上机制来确保寻呼流程成功率。,82200CGR 精准寻呼,overview_explicit,
WSFD-216105:dep:WSFD-215101,WSFD-216105,WSFD-215101,depends_on,基于服务PLMN的eMTC终端接入速率控制应用于NB-IoT控制面优化数据传输，因此需要开启 [WSFD-215101 基于信令面的数据传输（SGW-C）](../../NB-IoT业务功能/WSFD-215101 基于信令面的数据传输/WSFD-215101 基于信令面的数据传输（SGW-C）_77260994.md) 。,82209406 基于信令面的数据传输,overview_explicit,
WSFD-217001:dep:WSFD-011206,WSFD-217001,WSFD-011206,affects,惯性运行期间，园区用户计费无法正常进行。故障恢复以后，SMF接收到UPF的上报的惯性运行期间用户的实际流量使用情况，正常产生超过阈值的话单并上报给CHF，CHF对这种话单进行正常处理。,-,overview_explicit,
WSFD-217001:dep:WSFD-109101,WSFD-217001,WSFD-109101,affects,惯性运行期间不支持修改NSSF的切片规划、UDM的用户签约、PCF的策略（AM策略/UE策略/SM策略），否则可能会出现由于变更信息无法下发导致的用户上下文删除，无法保证连接态用户的惯性运行。,82209964 LKV2PCCBF01 PCC基本功能-UAM82207979 LKV3W9SPCC11 PCC基本功能,overview_explicit,
WSFD-217001:dep:WSFD-109102,WSFD-217001,WSFD-109102,affects,惯性运行期间不支持修改NSSF的切片规划、UDM的用户签约、PCF的策略（AM策略/UE策略/SM策略），否则可能会出现由于变更信息无法下发导致的用户上下文删除，无法保证连接态用户的惯性运行。,2200BNK LKV2BADCF01 ADC基本功能,overview_explicit,
WSFD-217001:dep:WSFD-109104,WSFD-217001,WSFD-109104,affects,惯性运行期间不支持修改NSSF的切片规划、UDM的用户签约、PCF的策略（AM策略/UE策略/SM策略），否则可能会出现由于变更信息无法下发导致的用户上下文删除，无法保证连接态用户的惯性运行。,82207980 LKV3W9PCBT12 基于累计流量的策略控制,overview_explicit,
WSFD-217001:dep:WSFD-109105,WSFD-217001,WSFD-109105,affects,惯性运行期间不支持修改NSSF的切片规划、UDM的用户签约、PCF的策略（AM策略/UE策略/SM策略），否则可能会出现由于变更信息无法下发导致的用户上下文删除，无法保证连接态用户的惯性运行。,82208341 LKV3WPLBSM11 基于位置的业务管理,overview_explicit,
WSFD-217001:dep:WSFD-109107,WSFD-217001,WSFD-109107,affects,惯性运行期间不支持修改NSSF的切片规划、UDM的用户签约、PCF的策略（AM策略/UE策略/SM策略），否则可能会出现由于变更信息无法下发导致的用户上下文删除，无法保证连接态用户的惯性运行。,82208819 LKV3W9STQE11 业务触发的QoS保证,overview_explicit,
WSFD-217001:dep:WSFD-109203,WSFD-217001,WSFD-109203,affects,惯性运行期间不支持修改NSSF的切片规划、UDM的用户签约、PCF的策略（AM策略/UE策略/SM策略），否则可能会出现由于变更信息无法下发导致的用户上下文删除，无法保证连接态用户的惯性运行。,-,overview_explicit,
WSFD-221002:dep:WSFD-102202,WSFD-221002,WSFD-102202,depends_on,本特性依赖于 [WSFD-102202 P-CSCF故障时IMS业务恢复](../WSFD-102202 P-CSCF故障时IMS业务恢复_26216209.md) 特性，必须首先激活 [WSFD-102202 P-CSCF故障时IMS业务恢复](../WSFD-102202 P-CSCF故障时IMS业务恢复_26216209.md) 特性后本特性才能生效。,P-CSCF故障时IMS业务恢复,overview_explicit,
WSFD-221003:dep:WSFD-201103,WSFD-221003,WSFD-201103,depends_on,基于PCF的VoNR业务快速恢复特性作为IMS接入的特性，必须开启IMS接入特性。,“82206550 LKV2IMS02 IMS功能”,overview_explicit,
WSFD-221003:dep:WSFD-109101,WSFD-221003,WSFD-109101,depends_on,基于PCF的VoNR业务快速恢复特性必须有PCF的部署支撑，必须开启PCC基本功能。,**“82209964 LKV2PCCBF01 PCC基本功能-UAM”****“82207979 LKV3W9SPCC11 PCC基本功能”**,overview_explicit,
WSFD-221003:dep:WSFD-102202,WSFD-221003,WSFD-102202,depends_on,基于PCF的VoNR业务快速恢复特性需要依赖P-CSCF故障时IMS业务恢复功能的周期性检测P-CSCF状态功能，必须开启P-CSCF故障时IMS业务恢复功能，且关闭其中的 [**SET PCSCFCTRL**](../../../../../OM参考/命令/UNC MML命令/业务服务管理/会话管理/IMS管理/P-CSCF管理/P-CSCF故障恢复控制/设置P-CSCF控制配置（SET PCSCFCTRL）_09653206.md) 配置。,**“82208005 LKV3W9IMSR11 P-CSCF故障时IMS业务恢复”**,overview_explicit,
WSFD-221005:dep:WSFD-010801,WSFD-221005,WSFD-010801,affects,若同时启用了 [WSFD-010801系统过载控制功能](../../流控功能/WSFD-010801 系统过载控制功能/系统过载控制功能（适用于AMF）_70096691.md) 特性，当N11接口故障或SMF重启触发的批量语音用户接入，在 [WSFD-010801系统过载控制功能](../../流控功能/WSFD-010801 系统过载控制功能/系统过载控制功能（适用于AMF）_70096691.md) 特性的作用下AMF可能对这些UE进行拒绝。因此建议统一规划这两个特性。,-,overview_explicit,
WSFD-223001:dep:WSFD-109101,WSFD-223001,WSFD-109101,depends_on,依赖该特性实现进行规则判定以及对UPF进行策略下发。,82207979 LKV3W9SPCC11 PCC基本功能,overview_explicit,
WSFD-223001:dep:WSFD-107010,WSFD-223001,WSFD-107010,depends_on,依赖该特性实现基于DNN和位置区选择UL CL UPF。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-223001:dep:WSFD-108002,WSFD-223001,WSFD-108002,depends_on,依赖该特性实现基本的UL CL分流功能。,82200BNG LKV2PCLBO01 本地分流策略控制,overview_explicit,
WSFD-223001:dep:WSFD-106010,WSFD-223001,WSFD-106010,depends_on,依赖AMF、SMF上的PRA功能，实时上报用户位置信息，并根据用户的实时位置信息调整用户的UL CL策略。,82208348 LKV3WPCPRA11 基于指定区域的策略控制-USM,overview_explicit,
WSFD-223003:dep:WSFD-109101,WSFD-223003,WSFD-109101,depends_on,依赖该特性实现进行规则判定以及对UPF进行策略下发。,82207979 LKV3W9SPCC11 PCC基本功能,overview_explicit,
WSFD-223003:dep:WSFD-107010,WSFD-223003,WSFD-107010,depends_on,依赖该特性实现基于DNN和位置区选择UL CL UPF。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-223003:dep:WSFD-108002,WSFD-223003,WSFD-108002,depends_on,依赖该特性实现基于专网DNN的本地分流策略控制。,82200BNG LKV2PCLBO01 本地分流策略控制,overview_explicit,
WSFD-223003:dep:WSFD-113000,WSFD-223003,WSFD-113000,depends_on,AMF依赖该特性实现基于位置区域选择AM-PCF。,81203239 LKV2NFDAM01 NF发现-UAM,overview_explicit,
WSFD-223004:dep:WSFD-109101,WSFD-223004,WSFD-109101,depends_on,依赖该特性实现进行规则判定以及对UPF进行策略下发。,82207979 LKV3W9SPCC11 PCC基本功能,overview_explicit,
WSFD-223004:dep:WSFD-107010,WSFD-223004,WSFD-107010,depends_on,依赖该特性实现基于DNN和位置区选择UL CL UPF。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-223005:dep:WSFD-107010,WSFD-223005,WSFD-107010,depends_on,依赖该特性实现基于DNN和位置区选择UL CL UPF。,82209917 UPF选择,overview_explicit,
WSFD-223005:dep:WSFD-108002,WSFD-223005,WSFD-108002,depends_on,依赖该特性实现基本的UL CL分流功能。,82200BNG 基于预定义规则的分流策略控制,overview_explicit,
WSFD-223005:dep:WSFD-223004,WSFD-223005,WSFD-223004,depends_on,依赖该特性实现进行动态规则判定以及对UPF进行策略下发。,82200DHA 基于动态规则的分流策略控制,overview_explicit,
WSFD-223005:dep:WSFD-228001,WSFD-223005,WSFD-228001,conflicts_with,本特性与 [WSFD-228001 跨域业务访问](../WSFD-228001 跨域业务访问_55794925.md) 同时启用时，会使本特性失效。本特性不支持与主锚点ALWAYS分流同时启用。,82200EDE 跨域业务访问,overview_explicit,conflict:WSFD-223005-WSFD-228001
WSFD-223005:dep:WSFD-223101,WSFD-223005,WSFD-223101,conflicts_with,本特性与 [WSFD-223101 基于预定义规则的分流策略控制(4G)](../WSFD-223101 基于预定义规则的分流策略控制(4G)_55794929.md) 同时启用时，会使本特性失效。本特性不支持与4G分流同时启用。,82200EDR 基于预定义规则的分流策略控制(4G),overview_explicit,conflict:WSFD-223005-WSFD-223101
WSFD-223005:dep:WSFD-223102,WSFD-223005,WSFD-223102,conflicts_with,本特性与 [WSFD-223102 基于动态规则的分流策略控制(4G)](../WSFD-223102 基于动态规则的分流策略控制(4G)_56074889.md) 同时启用时，会使本特性失效。本特性不支持与4G分流同时启用。,82200EDS 基于动态规则的分流策略控制(4G),overview_explicit,conflict:WSFD-223005-WSFD-223102
WSFD-223101:dep:WSFD-109101,WSFD-223101,WSFD-109101,depends_on,依赖该特性实现进行预定义规则判定以及对UPF进行策略下发。,82207979 LKV3W9SPCC11 PCC基本功能,overview_explicit,
WSFD-223101:dep:WSFD-107010,WSFD-223101,WSFD-107010,depends_on,依赖该特性实现基于DNN和位置区选择UL CL。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-223101:dep:WSFD-108002,WSFD-223101,WSFD-108002,depends_on,依赖该特性实现基本的UL CL分流功能。,82200BNG LKV2PCLBO01 基于预定义规则的分流策略控制,overview_explicit,
WSFD-223102:dep:WSFD-109101,WSFD-223102,WSFD-109101,depends_on,依赖该特性实现进行预定义规则判定以及对UPF进行策略下发。,82207979 LKV3W9SPCC11 PCC基本功能,overview_explicit,
WSFD-223102:dep:WSFD-107010,WSFD-223102,WSFD-107010,depends_on,依赖该特性实现基于DNN和位置区选择UL CL。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-223102:dep:WSFD-108002,WSFD-223102,WSFD-108002,depends_on,依赖该特性实现基本的UL CL分流功能。,82200BNG LKV2PCLBO01 基于预定义规则的分流策略控制,overview_explicit,
WSFD-224001:dep:WSFD-224101,WSFD-224001,WSFD-224101,affects,WSFD-224101 漫游场景下LTE与5G SA网络间重选、WSFD-224102 漫游场景下LTE与5G SA网络间切换、WSFD-224103 支持QBC计费、WSFD-224105 国际漫游切片映射与WSFD-224104 支持拜访地QoS控制依赖于本特性，必须先激活本特性相关特性才能生效。,-,overview_explicit,
WSFD-224001:dep:WSFD-224102,WSFD-224001,WSFD-224102,affects,WSFD-224101 漫游场景下LTE与5G SA网络间重选、WSFD-224102 漫游场景下LTE与5G SA网络间切换、WSFD-224103 支持QBC计费、WSFD-224105 国际漫游切片映射与WSFD-224104 支持拜访地QoS控制依赖于本特性，必须先激活本特性相关特性才能生效。,-,overview_explicit,
WSFD-224001:dep:WSFD-224103,WSFD-224001,WSFD-224103,affects,WSFD-224101 漫游场景下LTE与5G SA网络间重选、WSFD-224102 漫游场景下LTE与5G SA网络间切换、WSFD-224103 支持QBC计费、WSFD-224105 国际漫游切片映射与WSFD-224104 支持拜访地QoS控制依赖于本特性，必须先激活本特性相关特性才能生效。,-,overview_explicit,
WSFD-224001:dep:WSFD-224105,WSFD-224001,WSFD-224105,affects,WSFD-224101 漫游场景下LTE与5G SA网络间重选、WSFD-224102 漫游场景下LTE与5G SA网络间切换、WSFD-224103 支持QBC计费、WSFD-224105 国际漫游切片映射与WSFD-224104 支持拜访地QoS控制依赖于本特性，必须先激活本特性相关特性才能生效。,-,overview_explicit,
WSFD-224001:dep:WSFD-224104,WSFD-224001,WSFD-224104,affects,WSFD-224101 漫游场景下LTE与5G SA网络间重选、WSFD-224102 漫游场景下LTE与5G SA网络间切换、WSFD-224103 支持QBC计费、WSFD-224105 国际漫游切片映射与WSFD-224104 支持拜访地QoS控制依赖于本特性，必须先激活本特性相关特性才能生效。,-,overview_explicit,
WSFD-224102:dep:WSFD-224001,WSFD-224102,WSFD-224001,depends_on,本特性依赖于WSFD-224001 支持SA国际漫游接入特性，必须首先激活WSFD-224001 支持SA国际漫游接入特性后本特性才能生效。,-,overview_explicit,
WSFD-224102:dep:WSFD-104511,WSFD-224102,WSFD-104511,depends_on,如果使用本特性进行漫游场景下的切换，需要先开启WSFD-104511 LTE和5G SA网络间切换。,82209913 LTE与5G SA网络间切换-UAM82209914 LTE与5G SA网络间切换-USM82209697 LTE和5G网络间切换,overview_explicit,
WSFD-224103:dep:WSFD-224001,WSFD-224103,WSFD-224001,depends_on,本特性依赖于WSFD-224001 支持SA国际漫游接入特性，必须首先激活WSFD-224001 支持SA国际漫游接入特性后本特性才能生效。,-,overview_explicit,
WSFD-224104:dep:WSFD-224001,WSFD-224104,WSFD-224001,depends_on,本特性依赖于WSFD-224001 支持SA国际漫游接入特性，必须首先激活WSFD-224001 支持SA国际漫游接入特性后本特性才能生效。,-,overview_explicit,
WSFD-224105:dep:WSFD-224001,WSFD-224105,WSFD-224001,depends_on,本特性依赖于WSFD-224001 支持SA国际漫游接入特性，必须首先激活WSFD-224001 支持SA国际漫游接入特性后本特性才能生效。,-,overview_explicit,
WSFD-225001:dep:WSFD-107010,WSFD-225001,WSFD-107010,depends_on,依赖该特性实现选择支持5G LAN的锚点UPF。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-225002:dep:WSFD-107010,WSFD-225002,WSFD-107010,depends_on,依赖该特性实现选择支持5G LAN的锚点UPF。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-225003:dep:WSFD-107010,WSFD-225003,WSFD-107010,depends_on,依赖该特性实现选择支持5G LAN的锚点UPF。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-227102:dep:WSFD-227101,WSFD-227102,WSFD-227101,depends_on,本特性开启前需要开启特性 [WSFD-227101在线升级](WSFD-227101 在线升级_44696451.md) 。,81203640 灰度升级解决方案增值包基本功能-UAM,overview_explicit,
WSFD-227103:dep:WSFD-227101,WSFD-227103,WSFD-227101,depends_on,本特性开启前需要开启特性 [WSFD-227101在线升级](WSFD-227101 在线升级_44696451.md) 。,81203640 灰度升级解决方案增值包基本功能-UAM,overview_explicit,
WSFD-228001:dep:WSFD-109101,WSFD-228001,WSFD-109101,depends_on,依赖该特性实现进行预定义规则判定以及对UPF进行策略下发。,82207979 LKV3W9SPCC11 PCC基本功能,overview_explicit,
WSFD-228001:dep:WSFD-107010,WSFD-228001,WSFD-107010,depends_on,依赖该特性实现基于DNN和位置区选择UL CL UPF。,82209917 LKV2USBL01 UPF选择,overview_explicit,
WSFD-228003:dep:WSFD-228002,WSFD-228003,WSFD-228002,depends_on,本特性仅在“通用DNN漫游分流”场景下使用。,82200GCE LKV2MVSTAUSM01 通用DNN漫游分流,overview_explicit,
WSFD-228003:dep:WSFD-109101,WSFD-228003,WSFD-109101,depends_on,依赖该特性实现进行预定义规则判定以及对UPF进行策略下发。,82207979 LKV3W9SPCC11 PCC基本功能,overview_explicit,
WSFD-228003:dep:WSFD-109002,WSFD-228003,WSFD-109002,depends_on,如果需要基于业务粒度对用户业务进行融合计费，需要同时开启内容计费基本功能。,82207988 LKV3W9BCC12 内容计费基本功能,overview_explicit,
WSFD-230001:dep:WSFD-230002,WSFD-230001,WSFD-230002,depends_on,基于位置签约的场景下，UE Logo和RFSP功能不是强绑定的，可分开实现，也可一起实现。,,overview_explicit,
WSFD-230002:dep:WSFD-230001,WSFD-230002,WSFD-230001,depends_on,UE Logo和RFSP功能不是强绑定的，可分开实现，也可一起实现。,,overview_explicit,
WSFD-990005:dep:WSFD-206001,WSFD-990005,WSFD-206001,affects,"本特性可能会影响 [WSFD-206001 精准寻呼](../../流控功能/WSFD-206001 精准寻呼_64557971.md) 中的对5G M2M终端的寻呼策略。- 当[WSFD-206001 精准寻呼](../../流控功能/WSFD-206001 精准寻呼_64557971.md)未开启时，系统基于TA List下发Paging消息。 - 当[WSFD-206001 精准寻呼](../../流控功能/WSFD-206001 精准寻呼_64557971.md)开启时，若当前寻呼窗口的剩余时长大于等于""2秒+SET NGMMPARA的T3513参数取值”，系统依据配置进行 精准寻呼。否则系统基于TA List下发Paging消息。UNC 系统可通过以上机制来确保寻呼流程成功率。",82200CGR 精准寻呼,overview_explicit,
WSFD-990005:dep:WSFD-102706,WSFD-990005,WSFD-102706,affects,[WSFD-102706 VoNR紧急呼叫](../../语音功能/WSFD-102706 VoNR紧急呼叫_41328973.md) 会影响本特性的功能：- 用户正常注册，AMF可以下发协商后的eDRX参数。但是在紧急呼叫场景AMF不使用eDRX参数。 - 在网络侧触发寻呼事件以后，若用户存在紧急会话，则不需要等待寻呼窗口，正常发起寻呼。 - 若用户在建立紧急会话前，AMF已经将此用户加入延迟寻呼列表，则忽略延迟寻呼，直接发起Service Request，并且恢复对应的PDU会话。 - 待紧急会话释放后，UE和AMF继续使用最近一次注册流程协商的eDRX参数。,- 82200FFD LKV2VONRECMM01 VoNR紧急呼叫-UAM; - 82200FEQ LKV2VONRECSM01 VoNR紧急呼叫-USM,overview_explicit,
